Ring_No,Ringed_date,Ringed_day,Ringed_month,Ringed_year,EurAgeCode,EurAgeText,SEX
132708,6/20/2007,20,6,2007,1,Pullus,F
132709,6/21/2007,21,6,2007,1,Pullus,F
132710,6/21/2007,21,6,2007,1,Pullus,F
132711,6/22/2007,22,6,2007,1,Pullus,F
132712,6/22/2007,22,6,2007,1,Pullus,F
132713,6/22/2007,22,6,2007,1,Pullus,F
132714,6/24/2007,24,6,2007,1,Pullus,F
132715,6/24/2007,24,6,2007,1,Pullus,F
132716,6/24/2007,24,6,2007,1,Pullus,F
132717,6/24/2007,24,6,2007,1,Pullus,F
132718,6/24/2007,24,6,2007,1,Pullus,F
132719,6/24/2007,24,6,2007,1,Pullus,F
132720,6/24/2007,24,6,2007,1,Pullus,F
132721,6/24/2007,24,6,2007,1,Pullus,F
132722,6/25/2007,25,6,2007,1,Pullus,F
132723,6/29/2007,29,6,2007,1,Pullus,F
132724,6/29/2007,29,6,2007,1,Pullus,F
132725,6/30/2007,30,6,2007,1,Pullus,F
132726,6/30/2007,30,6,2007,1,Pullus,F
132727,6/30/2007,30,6,2007,1,Pullus,F
132730,6/16/2008,16,6,2008,1,Pullus,F
132731,6/16/2008,16,6,2008,1,Pullus,F
132732,6/18/2008,18,6,2008,1,Pullus,F
132733,6/18/2008,18,6,2008,1,Pullus,0
132734,6/21/2008,21,6,2008,1,Pullus,F
132735,6/21/2008,21,6,2008,1,Pullus,0
132736,6/21/2008,21,6,2008,1,Pullus,0
132737,6/22/2008,22,6,2008,1,Pullus,F
132738,6/23/2008,23,6,2008,1,Pullus,F
132739,6/26/2008,26,6,2008,1,Pullus,F
132740,6/26/2008,26,6,2008,1,Pullus,F
132741,6/26/2008,26,6,2008,1,Pullus,0
132742,6/26/2008,26,6,2008,1,Pullus,0
132743,6/27/2008,27,6,2008,1,Pullus,F
132744,6/20/2009,16,6,2009,1,Pullus,0
132745,6/20/2009,16,6,2009,1,Pullus,0
132746,6/20/2009,16,6,2009,1,Pullus,0
132747,6/20/2009,16,6,2009,1,Pullus,F
132748,6/20/2009,16,6,2009,1,Pullus,F
132749,6/21/2009,21,6,2009,1,Pullus,F
132750,6/22/2009,22,6,2009,1,Pullus,F
133610,6/23/2010,23,6,2010,1,Pullus,0
133611,6/25/2010,25,6,2010,1,Pullus,0
133612,6/25/2010,25,6,2010,1,Pullus,0
133615,6/16/2011,16,6,2011,1,Pullus,F
133616,6/18/2011,18,6,2011,1,Pullus,F
133617,6/19/2011,19,6,2011,1,Pullus,F
133618,6/19/2011,19,6,2011,1,Pullus,F
133619,6/16/2011,16,6,2011,1,Pullus,F
133620,6/16/2011,16,6,2011,1,Pullus,0
133621,6/20/2012,20,6,2012,1,Pullus,F
133622,6/21/2012,21,6,2012,1,Pullus,F
133623,6/21/2012,21,6,2012,1,Pullus,F
133624,6/21/2012,21,6,2012,1,Pullus,F
133625,6/21/2012,21,6,2012,1,Pullus,F
133626,6/21/2012,21,6,2012,1,Pullus,F
133627,6/22/2012,22,6,2012,1,Pullus,F
133628,6/22/2012,22,6,2012,1,Pullus,F
133629,6/22/2012,22,6,2012,1,Pullus,0
133630,6/22/2012,22,6,2012,1,Pullus,F
133631,6/17/2013,17,6,2013,1,Pullus,0
133632,6/17/2013,17,6,2013,1,Pullus,0
133633,6/19/2013,19,6,2013,1,Pullus,0
133634,6/19/2013,19,6,2013,1,Pullus,0
133635,6/19/2013,19,6,2013,1,Pullus,0
133636,6/21/2013,21,6,2013,1,Pullus,F
133637,6/23/2013,23,6,2013,1,Pullus,F
133638,6/23/2013,23,6,2013,1,Pullus,F
133639,6/23/2013,23,6,2013,1,Pullus,F
133640,6/24/2013,24,6,2013,1,Pullus,0
133641,6/29/2013,29,6,2013,1,Pullus,0
133642,6/29/2013,29,6,2013,1,Pullus,0
133643,6/29/2013,29,6,2013,1,Pullus,0
133644,6/29/2013,29,6,2013,1,Pullus,0
134301,6/23/2009,23,6,2009,1,Pullus,F
134302,6/23/2009,23,6,2009,1,Pullus,F
134303,6/23/2009,23,6,2009,1,Pullus,F
134304,6/23/2009,23,6,2009,1,Pullus,F
134305,6/23/2009,23,6,2009,1,Pullus,F
134306,6/24/2009,24,6,2009,1,Pullus,F
134307,6/26/2009,26,6,2009,1,Pullus,F
134308,6/26/2009,26,6,2009,1,Pullus,F
134309,6/27/2009,27,6,2009,1,Pullus,F
134310,6/27/2009,27,6,2009,1,Pullus,0
134311,6/27/2009,27,6,2009,1,Pullus,0
134312,6/28/2009,28,6,2009,1,Pullus,0
134313,6/28/2009,28,6,2009,1,Pullus,0
134314,6/29/2009,29,6,2009,1,Pullus,F
134315,6/29/2009,29,6,2009,1,Pullus,M
134316,6/29/2009,29,6,2009,1,Pullus,F
134317,6/29/2009,29,6,2009,1,Pullus,F
134322,6/16/2010,16,6,2010,1,Pullus,0
134323,6/16/2010,16,6,2010,1,Pullus,0
134324,6/16/2010,16,6,2010,1,Pullus,0
134325,6/20/2010,20,6,2010,1,Pullus,0
134326,6/20/2010,20,6,2010,1,Pullus,0
134327,6/20/2010,20,6,2010,1,Pullus,0
134328,6/21/2010,21,6,2010,1,Pullus,0
134329,6/21/2010,21,6,2010,1,Pullus,0
134330,6/21/2010,21,6,2010,1,Pullus,0
134331,6/21/2010,21,6,2010,1,Pullus,0
134332,6/21/2010,21,6,2010,1,Pullus,0
134333,6/16/2010,16,6,2010,1,Pullus,F
134334,6/17/2010,17,6,2010,1,Pullus,0
134335,6/18/2010,18,6,2010,1,Pullus,0
134336,6/18/2010,18,6,2010,1,Pullus,0
134337,6/18/2010,18,6,2010,1,Pullus,0
134338,6/18/2010,18,6,2010,1,Pullus,0
134339,6/18/2010,18,6,2010,1,Pullus,0
134340,6/18/2010,18,6,2010,1,Pullus,0
134341,6/19/2010,19,6,2010,1,Pullus,0
134342,6/19/2010,19,6,2010,1,Pullus,0
134343,6/19/2010,19,6,2010,1,Pullus,0
134344,6/19/2010,19,6,2010,1,Pullus,0
134345,6/20/2010,20,6,2010,1,Pullus,0
134346,6/22/2010,22,6,2010,1,Pullus,0
134347,6/22/2010,22,6,2010,1,Pullus,0
134348,6/22/2010,22,6,2010,1,Pullus,0
134349,6/22/2010,22,6,2010,1,Pullus,0
134350,6/23/2010,23,6,2010,1,Pullus,0
137151,6/19/2011,19,6,2011,1,Pullus,0
137152,6/20/2011,20,6,2011,1,Pullus,F
137153,6/20/2011,20,6,2011,1,Pullus,F
137154,6/20/2011,20,6,2011,1,Pullus,F
137155,6/21/2011,21,6,2011,1,Pullus,0
137156,6/21/2011,21,6,2011,1,Pullus,0
137157,6/21/2011,21,6,2011,1,Pullus,F
137158,6/23/2011,23,6,2011,1,Pullus,F
137159,6/23/2011,23,6,2011,1,Pullus,F
137160,6/19/2011,19,6,2011,1,Pullus,F
137161,6/25/2011,25,6,2011,1,Pullus,F
137162,6/25/2011,25,6,2011,1,Pullus,F
137163,6/25/2011,25,6,2011,1,Pullus,F
137164,6/25/2011,25,6,2011,1,Pullus,F
137168,6/17/2012,17,6,2012,1,Pullus,F
137169,6/17/2012,17,6,2012,1,Pullus,F
137170,6/17/2012,17,6,2012,1,Pullus,F
137171,6/17/2012,17,6,2012,1,Pullus,F
137172,6/18/2012,18,6,2012,1,Pullus,F
137173,6/18/2012,18,6,2012,1,Pullus,F
137174,6/18/2012,18,6,2012,1,Pullus,F
137175,6/19/2012,19,6,2012,1,Pullus,0
137176,6/19/2012,19,6,2012,1,Pullus,0
137177,6/19/2012,19,6,2012,1,Pullus,0
137178,6/20/2012,20,6,2012,1,Pullus,F
137179,6/20/2012,20,6,2012,1,Pullus,F
137180,6/20/2012,20,6,2012,1,Pullus,F
137181,6/22/2012,22,6,2012,1,Pullus,0
137182,6/22/2012,22,6,2012,1,Pullus,0
137183,6/22/2012,22,6,2012,1,Pullus,0
137184,6/22/2012,22,6,2012,1,Pullus,0
137185,6/26/2012,26,6,2012,1,Pullus,F
137186,6/26/2012,26,6,2012,1,Pullus,F
137187,6/28/2012,28,6,2012,1,Pullus,0
137188,6/28/2012,28,6,2012,1,Pullus,0
137189,6/28/2012,28,6,2012,1,Pullus,0
137191,6/14/2014,14,6,2014,1,Pullus,F
V_FaRu0001,6/17/2014,17,6,2014,1,Pullus,M
V_FaRu0002,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0003,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0004,6/17/2014,17,6,2014,1,Pullus,M
V_FaRu0005,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0006,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0007,6/17/2014,17,6,2014,1,Pullus,M
V_FaRu0008,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0009,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0010,6/17/2014,17,6,2014,1,Pullus,F
V_FaRu0011,6/18/2014,18,6,2014,1,Pullus,M
V_FaRu0012,6/18/2014,18,6,2014,1,Pullus,M
V_FaRu0013,6/18/2014,18,6,2014,1,Pullus,M
V_FaRu0014,6/18/2014,18,6,2014,1,Pullus,F
V_FaRu0015,6/18/2014,18,6,2014,1,Pullus,M
V_FaRu0016,6/18/2014,18,6,2014,1,Pullus,F
V_FaRu0017,6/18/2014,18,6,2014,1,Pullus,M
V_FaRu0018,6/18/2014,18,6,2014,1,Pullus,F
V_FaRu0019,6/18/2014,18,6,2014,1,Pullus,F
V_FaRu0020,6/18/2014,18,6,2014,1,Pullus,F
V_FaRu0021,6/20/2014,20,6,2014,1,Pullus,F
V_FaRu0022,6/20/2014,20,6,2014,1,Pullus,F
V_FaRu0023,6/20/2014,20,6,2014,1,Pullus,F
V_FaRu0024,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0025,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0026,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0027,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0028,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0029,6/20/2014,20,6,2014,1,Pullus,F
V_FaRu0030,6/20/2014,20,6,2014,1,Pullus,F
V_FaRu0031,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0032,6/20/2014,20,6,2014,1,Pullus,M
V_FaRu0033,6/21/2014,21,6,2014,1,Pullus,F
V_FaRu0034,6/21/2014,21,6,2014,1,Pullus,M
V_FaRu0035,6/21/2014,21,6,2014,1,Pullus,F
V_FaRu0036,6/21/2014,21,6,2014,1,Pullus,M
V_FaRu0037,6/21/2014,21,6,2014,1,Pullus,F
V_FaRu0038,6/21/2014,21,6,2014,1,Pullus,M
V_FaRu0039,6/21/2014,21,6,2014,1,Pullus,M
V_FaRu0040,6/22/2014,22,6,2014,1,Pullus,F
V_FaRu0041,6/22/2014,22,6,2014,1,Pullus,M
V_FaRu0042,6/22/2014,22,6,2014,1,Pullus,F
V_FaRu0043,6/22/2014,22,6,2014,1,Pullus,M
V_FaRu0044,6/23/2014,23,6,2014,1,Pullus,M
V_FaRu0045,6/23/2014,23,6,2014,1,Pullus,M
V_FaRu0046,6/23/2014,23,6,2014,1,Pullus,M
V_FaRu0047,6/23/2014,23,6,2014,1,Pullus,M
V_FaRu0048,6/23/2014,23,6,2014,1,Pullus,F
V_FaRu0049,6/23/2014,23,6,2014,1,Pullus,F
V_FaRu0050,6/24/2014,24,6,2014,1,Pullus,M
V_FaRu0051,6/24/2014,24,6,2014,1,Pullus,M
V_FaRu0052,6/24/2014,24,6,2014,1,Pullus,M
V_FaRu0053,6/24/2014,24,6,2014,1,Pullus,M
V_FaRu0054,6/25/2014,25,6,2014,1,Pullus,0
V_FaRu0055,6/25/2014,25,6,2014,1,Pullus,0
V_FaRu0056,6/27/2014,27,6,2014,1,Pullus,F
V_FaRu0057,6/14/2015,14,6,2015,1,Pullus,M
V_FaRu0058,6/16/2015,16,6,2015,1,Pullus,F
V_FaRu0059,6/16/2015,16,6,2015,1,Pullus,F
V_FaRu0060,6/16/2015,16,6,2015,1,Pullus,M
V_FaRu0061,6/16/2015,16,6,2015,1,Pullus,F
V_FaRu0062,6/17/2015,17,6,2015,1,Pullus,M
V_FaRu0063,6/17/2015,17,6,2015,1,Pullus,F
V_FaRu0064,6/17/2015,17,6,2015,1,Pullus,M
V_FaRu0065,6/19/2015,19,6,2015,1,Pullus,M
V_FaRu0066,6/19/2015,19,6,2015,1,Pullus,M
V_FaRu0067,6/19/2015,19,6,2015,1,Pullus,F
V_FaRu0068,6/19/2015,19,6,2015,1,Pullus,F
V_FaRu0069,6/19/2015,19,6,2015,1,Pullus,F
V_FaRu0070,6/19/2015,19,6,2015,1,Pullus,F
V_FaRu0071,6/19/2015,19,6,2015,1,Pullus,F
V_FaRu0072,6/19/2015,19,6,2015,1,Pullus,M
V_FaRu0073,6/20/2015,20,6,2015,1,Pullus,M
V_FaRu0074,6/20/2015,20,6,2015,1,Pullus,M
V_FaRu0075,6/20/2015,20,6,2015,1,Pullus,M
V_FaRu0076,6/20/2015,20,6,2015,1,Pullus,M
V_FaRu0077,6/21/2015,21,6,2015,1,Pullus,M
V_FaRu0078,6/21/2015,21,6,2015,1,Pullus,M
V_FaRu0079,6/21/2015,21,6,2015,1,Pullus,F
V_FaRu0080,6/22/2015,22,6,2015,1,Pullus,M
V_FaRu0081,6/22/2015,22,6,2015,1,Pullus,M
V_FaRu0082,6/22/2015,22,6,2015,1,Pullus,M
V_FaRu0083,6/22/2015,22,6,2015,1,Pullus,F
V_FaRu0084,6/26/2015,26,6,2015,1,Pullus,F
V_FaRu0085,6/27/2015,27,6,2015,1,Pullus,F
V_FaRu0086,6/27/2015,27,6,2015,1,Pullus,M
V_FaRu0087,6/29/2015,29,6,2015,1,Pullus,M
V_FARU0088,6/29/2015,29,6,2015,1,Pullus,M
V_FaRu0089,6/14/2016,14,6,2016,1,Pullus,F
V_FaRu0090,6/14/2016,14,6,2016,1,Pullus,M
V_FaRu0091,6/14/2016,14,6,2016,1,Pullus,F
V_FaRu0092,6/15/2016,15,6,2016,1,Pullus,M
V_FaRu0093,6/15/2016,15,6,2016,1,Pullus,F
V_FaRu0094,6/15/2016,15,6,2016,1,Pullus,M
V_FaRu0095,6/15/2016,15,6,2016,1,Pullus,M
V_FARU0096,6/15/2016,15,6,2016,1,Pullus,F
V_FaRu0097,6/15/2016,15,6,2016,1,Pullus,F
V_FaRu0098,6/15/2016,15,6,2016,1,Pullus,F
V_FaRu0099,6/15/2016,15,6,2016,1,Pullus,M
V_FaRu0100,6/15/2016,15,6,2016,1,Pullus,F
V_FaRu0101,6/16/2016,16,6,2016,1,Pullus,F
V_FaRu0102,6/16/2016,16,6,2016,1,Pullus,F
V_FaRu0103,6/17/2016,17,6,2016,1,Pullus,M
V_FaRu0104,6/17/2016,17,6,2016,1,Pullus,F
V_FaRu0105,6/17/2016,17,6,2016,1,Pullus,F
V_FaRu0106,6/18/2016,18,6,2016,1,Pullus,F
V_FaRu0107,6/24/2016,24,6,2016,1,Pullus,M
V_FaRu0108,6/24/2016,24,6,2016,1,Pullus,F
V_FaRu0109,6/24/2016,24,6,2016,1,Pullus,M
V_FaRu0110,6/27/2016,27,6,2016,1,Pullus,M
V_FaRu0111,6/27/2016,27,6,2016,1,Pullus,M
V_FaRu0112,6/27/2016,27,6,2016,1,Pullus,F
V_FaRu0113,6/27/2016,27,6,2016,1,Pullus,F
